change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
54030,modules/seafile/manifests/init.pp,2,7,AAAATn%2F%2F2SI%3D,Line,13,,2013-10-27 18:15:11,I would not set owner and group to empty string. I'd leave them unset if you don't have an opinion.,False,12
59578,nova/network/neutronv2/api.py,6873,3,AAAATn%2F94rI%3D,Line,175,,2013-12-04 21:41:44,"The logic seems odd here, what if someone passes a list of security_group_ids and port_security_enabled=False?  Do we really need the parameter in the method to determine this?  In other words, couldn't we use the value of security_group_ids to determine the default value for port_security_enabled?",False,12
47937,manifests/site.pp,5263,13,AAAATn%2F9FjY%3D,Line,35,,2013-12-16 22:40:58,"These two are for the ""openstackwatch RSS"" feed publishing to a Swift container, which this server isn't going to do, so get rid of them.",False,12
54030,modules/seafile/templates/ccnet/seafile.ini,6316,7,AAAATn%2F%2F2O8%3D,Line,2,AAAATn%2F%2F2R8%3D,2013-10-27 20:19:13,Okay.,False,12
47937,manifests/site.pp,2,9,AAAATH%2F%2FnH0%3D,Line,16,,2013-10-12 21:38:56,I think we don't want any github for this one,False,12
47937,manifests/site.pp,5263,13,AAAATn%2F9FkQ%3D,Line,18,,2013-12-16 22:40:58,Github credentials are unneeded--this server won't ever talk to it.,False,12
47937,manifests/site.pp,5263,13,AAAATn%2F9Fj8%3D,Line,20,,2013-12-16 22:40:58,We ought to try serving the database out of a Rackspave Trove DB.,False,12
54030,modules/seafile/manifests/init.pp,6316,7,AAAATn%2F%2F2Pg%3D,Line,11,AAAATn%2F%2F2SM%3D,2013-10-27 20:19:13,"I haven't defined it yet, I don't know what it should be. What should be the root directory of this app? /etc/seafile ?",False,12
54030,modules/seafile/templates/ccnet/ccnet.conf,6316,7,AAAATn%2F%2F2PE%3D,Line,16,AAAATn%2F%2F2SU%3D,2013-10-27 20:19:13,I have no idea. How would I find out? I don't need to open port 13418 on the vm.,False,12
59578,nova/network/neutronv2/api.py,4395,3,AAAATn%2F93yU%3D,Line,175,AAAATn%2F94rI%3D,2013-12-05 00:42:04,Sure this could be refactored to if port_security_enabled == false and the security_group_ids == [only default security group] then drop the security groups otherwise keep them.,False,12
54030,modules/seafile/templates/ccnet/ccnet.conf,6609,7,AAAATn%2F%2F2SU%3D,Line,16,,2013-10-27 18:18:10,Is this a port that needs to be externally accessible? (I'm not familiar with seafile),False,12
59578,/COMMIT_MSG,4395,2,AAAATn%2F%2BDDM%3D,Line,22,AAAATn%2F%2BDIw%3D,2013-12-03 03:35:08,Done,False,12
59578,/COMMIT_MSG,7040,2,AAAATn%2F%2BDIw%3D,Line,22,,2013-12-03 03:14:06,"The external link doesn't work, need to be fixed.",False,12
47937,modules/openstack_project/manifests/review_security.pp,4162,10,AAAATn%2F%2Bulc%3D,Line,1,,2013-11-21 01:14:08,"I'm really not a fan of this being basically a copy of openstack_project::review.  I feel with some work, you would add logic into openstack_project:review to toggle logic based on the security flag.",False,12
47937,modules/openstack_project/manifests/review.pp,5263,13,AAAATn%2F9FiI%3D,Line,170,,2013-12-16 22:40:58,"I think we actually want this replicating into gerrit2@review-security.openstack.org:review_site/git/ instead... though I also favor Monty's alternative suggestion that we should have a separate review_security.projects.yaml.erb instead and have ""upstream"" for each project in there looking at git.openstack.org and then turn on upstream project tracking for those.",False,12
47937,modules/openstack_project/manifests/gerrit.pp,4162,10,AAAATn%2F%2BumA%3D,Line,175,,2013-11-21 01:14:08,same comment,False,12
54030,modules/seafile/templates/ccnet/ccnet.conf,6316,7,AAAATn%2F%2F2PI%3D,Line,2,AAAATn%2F%2F2SA%3D,2013-10-27 20:19:13,Is it an erb template? Okay.,False,12
47937,modules/openstack_project/manifests/gerrit.pp,4162,10,AAAATn%2F%2BumE%3D,Line,68,,2013-11-21 01:14:08,red blob,False,12
47937,modules/openstack_project/manifests/gerrit.pp,4162,10,AAAATn%2F%2BumI%3D,Line,7,,2013-11-21 01:14:08,I believe you'll want to default to false here.,False,12
47937,doc/source/review-security.rst,5263,13,AAAATn%2F9Fks%3D,Line,95,,2013-12-16 22:40:58,This special section can go away--we won't need separate ACL coverage for m-p branches (or for stable branches below... that section can go away too).,False,12
59578,nova/network/neutronv2/api.py,6873,3,AAAATn%2F94p4%3D,Line,279,,2013-12-04 21:41:44,"Do we need to do any of this loop to fill out security_group_ids if we can determine that port security is not enabled on any given networks?  Like loop over the nets and build a mapping of network id to port_security_enabled and if none of the networks have port security enabled, we don't need to even process the security groups here do we?",False,12
47937,manifests/site.pp,5263,13,AAAATn%2F9Fjo%3D,Line,32,,2013-12-16 22:40:58,Contactstore creds are also unneeded--this won't participate in CLA validation.,False,12
59578,nova/network/neutronv2/api.py,6873,3,AAAATn%2F94sM%3D,Line,315,,2013-12-04 21:41:44,"Should be NOTE(arosen), but if this is a TODO, it should be TODO(arosen) instead, or maybe in addition to?",False,12
59578,nova/network/neutronv2/api.py,4395,3,AAAATn%2F93yM%3D,Line,279,AAAATn%2F94p4%3D,2013-12-05 00:42:04,Done,False,12
47937,doc/source/review-security.rst,5263,13,AAAATn%2F9Ss4%3D,Line,13,,2013-12-16 22:40:58,to familiarize (infinitive),False,12
47937,doc/source/review-security.rst,6987,12,AAAATn%2F%2Bp7s%3D,Line,51,,2013-11-21 23:16:45,This is NOT done.  Need to iterate with a Vulnerability Manager to get this right.,False,12
47937,doc/source/review-security.rst,5263,13,AAAATn%2F9Sts%3D,Line,17,,2013-12-16 22:40:58,"Minor, but probably want to move this down after the At a Glance section since that's the tl;dr ToC linkfarm to management info for us.",False,12
47937,doc/source/review-security.rst,5263,13,AAAATn%2F9Fn4%3D,Line,78,,2013-12-16 22:40:58,I don't think the VMT needs to be able to tag things here.,False,12
54030,modules/seafile/templates/ccnet/ccnet.conf,2,7,AAAATn%2F%2F2SA%3D,Line,2,,2013-10-27 18:15:11,"I believe instead of:

$seafile_user_name

here, you mean <%= seafile_user_name => or something. Also, this file should probably end in .erb since it's intended to be an erb template.",False,12
54030,modules/seafile/manifests/init.pp,6316,7,AAAATn%2F%2F2PQ%3D,Line,48,AAAATn%2F%2F2Sg%3D,2013-10-27 20:19:13,"First I have to put it in the right directory, I don't think /home/user is a good choice, and then I will see what modes the files require to run.",False,12
54030,modules/seafile/manifests/init.pp,6609,7,AAAATn%2F%2F2Sg%3D,Line,48,,2013-10-27 18:18:10,This will probably end up being 0755 since it will need to be executable.,False,12
47937,doc/source/review-security.rst,5263,13,AAAATn%2F9Flw%3D,Line,86,,2013-12-16 22:40:58,Not needed here since merging patches will never really happen from the WebUI.,False,12
54030,modules/seafile/manifests/init.pp,6316,7,AAAATn%2F%2F2PY%3D,Line,23,AAAATn%2F%2F2Sk%3D,2013-10-27 20:19:13,"Yes, 0000 is a place holder to appease puppet-lint. I can set it to 0600 until I know what it should actually be.",False,12
47937,doc/source/review-security.rst,5263,13,AAAATn%2F9FlA%3D,Line,90,,2013-12-16 22:40:58,"Nor these three... we won't probably be using the VRFY and APRV columns at all, nor do bootstrappers have any real need to vote on changes in this workflow.",False,12
54030,modules/seafile/manifests/init.pp,6609,7,AAAATn%2F%2F2Sc%3D,Line,13,,2013-10-27 18:18:10,"When considering owner or group here, is seafile a stand alone thing that will have a seafile user driving things?",False,12
54030,modules/seafile/manifests/init.pp,6609,7,AAAATn%2F%2F2So%3D,Line,39,,2013-10-27 18:18:10,"Assuming a seafile user becomes owner, I tend to default conf files to be 0644 (or 0600 if they include secret info)",False,12
54030,modules/seafile/manifests/init.pp,6316,7,AAAATn%2F%2F2Pc%3D,Line,13,AAAATn%2F%2F2Sc%3D,2013-10-27 20:19:13,In the manual the reader sets up seafile in their home directory. The seafile user is only used for the db. The person setting up seafile is the user driving things.,False,12
54030,modules/seafile/manifests/init.pp,6609,7,AAAATn%2F%2F2Sk%3D,Line,23,,2013-10-27 18:18:10,"I saw you mentioned previously that this would be fixed, but for reference you probably want 0600 here.",False,12
54030,modules/seafile/templates/ccnet/seafile.ini,6609,7,AAAATn%2F%2F2R8%3D,Line,2,,2013-10-27 18:18:10,"You'll need Ruby-style variables here, so if you want root_directory as defined in puppet:

<%= root_directory %>

And as a template, this should end in .erb (same goes for all templates)",False,12
54030,modules/seafile/manifests/init.pp,2,7,AAAATn%2F%2F2SE%3D,Line,23,,2013-10-27 18:15:11,mode 0000 means this will be unreadable by anything,False,12
